name,title,star,contents,date
메이슨의 Travel English,여행가는 기분을 낼 수 있습니다^^,5점,"여행을 무척 좋아하지만, 코로나로 인해 열망을 참고 있었습니다. 랜선 여행도 가고 요즘 방학을 해서 가까운 국내 여행도 다닙니다. 국내 여행에서도 외국인을 가끔씩 만나기도 하고요, 연수 학점도 채울겸 여행에 관련된 영어 연수를 들으니 여행가는 기분이 들어 즐겁습니다. 예전에 해외 여행 간 추억도 생생하니 추억 여행을 하는 것 같네요. 연수 즐겁게 잘 들었습니다.^^",2022.07.31
기초영어 회화 핵심표현 Real Speaking,학교에서 원어민선생님을 만날 때 자신감이 생겨요!,5점,"예전에는 영어 연수도 듣고, 영어 수업도 하면서 영어를 잘 하지는 못해도 친근감이 있었어요. 하지만 오랜 육아휴직 후 복직해서 저학년을 맡으니 영어에 대한 감을 잃었어요. 학교에서 원어민 선생님을 만났는데 대화가 안 되더라구요.ㅠ.ㅠ 방학을 해서 기초영어 회화 핵심표현 연수를 듣다 보니 자신감이 생겨요. 말하기 핵심표현을 바로 활용할 수 있거든요.
특히 제일 좋은 건 <스몰톡>입니다. 개학해서 원어민 선생님을 만나면 제가 먼저 자신있게 다가가 대화를 시도해 보려고 합니다. 감사합니다. ^^",2022.07.31
그림검사와 다양한 기법으로 만나는 미술치료,이해하기 쉬운 미술치료 연수,5점,매 차시마다 학생들에게 수업으로 접목시킬 수 있는 재료소개와 방법들을 자세히 알려주신게 좋았어요. 또 전문적인 스킬이 아닌 편하게 수업으로 활용해 볼 수 있는 안내도 좋았습니다.,2022.07.31
일본어 마스터 1,"쉽고 재미있고, 중간에 현실 상황 설명이 유익해요^^~",5점,"일단 내용이 쉽고 재미있어요. 흔히 볼 수 있는 일본어 교재 내용처럼 이런 대화 내용을 언제 써먹을 수(?) 있을까?하는 부분도 있었지만, 중간에 복습해주는 챕터도 있고 강사쌤 두분이 대화내용을 설명하면서 중간에 일본생활에서 나오는 현실적인 부분을 편하게 설명하고 코멘트해주는 부분이 있어서 흥미롭네요. 고등학교 때 제2외국어가 일본어가 아니어서 조금 두렵지만 지금 바로 마스터2 신청해 보려구요~ 도전! 아자아자~",2022.07.31
성호쌤과 함께하는 랜선 박물관 여행,다양한 박물관(전시공간)을 간접 체험할 수 있는 유익한 연수,5점,"역사에 관심이 많기도 하지만 우선 2학기 5학년 사회 수업을 앞두고 여름방학을 맞이하여 신청한 연수입니다.

강사 선생님께서 직접 다양한 박물관과 전시 공간을 촬영한 자료를 바탕으로 안내해주시고, 특히 아이들과 함께 생각해보고 이야기할 주제들을 중간 중간 제시해주셔서 수업 활동 시 많은 도움이 될 것 같습니다.",2022.07.31
온작품 읽기와 그림을 활용한 깊이 있는 수업,관심있던 그림책에 관한 연수,5점,초등과 중등에서 모두 활용할 수 있는 책을 읽고 감상하는 방법과 수업사례에 대한 것이 많이 나와 있어서 많은 도움이 되었습니다.,2022.07.31
English Grammar in Use,English Grammar in Use,5점,영어의 문법을 알수 있어서 좋은 강의입니다.,2022.07.31
세상에서 제일 쉬운 과학 이야기,"과학사를 다시 생각해보고, 학생들에게도 알려주면 좋은 연수 내용입니다.",5점,"과학에 흥미가 없거나 잃어버린 학생들이 있다면 담당 선생님들께서 이 연수를 듣고, 학생들에게 알려주신다면 과학을 어렵게 생각하지 않고, 쉽게 다가갈 수 있을 거 같습니다. 과학에 스토리텔링을 입혀 사람과 사건의 이야기로 설명해주고, '왜 과학에 대한 지식이 중요한지', ' 왜 지금 이런 과학 공부를 하는지' 학생들이 스스로 생각할 수 있게 도움을 주며, 과학의 개념을 기초적인 토대로 차곡차곡 쌓아올려 연결해서 알려주는 연수이기에 듣고 학생들에게 알려주면 많이 도움이 될 거라고 생가고딥니다.
과학사와 연관하여 각 인물들의 업적과 그에 관련된 과학 내용 등 다양한 내용들이 흥미롭게 잘 정리를 해주는 연수로 다른 선생님들에게 추천하는 바입니다.",2022.07.31
일본어 마스터 1,너무도 유익한 일본어 연수~,5점,코로나19 상황이 완화된 후 일본 여행을 가시려는 선생님들께 강력히 추천드립니다~!,2022.07.30
손그림과 파워포인트로 교실 속 콘텐츠 만들기,만족합니다.,5점,교실 컨텐츠를 만들어 봐야겠습니다.,2022.07.30
세상에서 제일 쉬운 과학 이야기,만족합니다.,5점,과학에 대한 심층적인 이해를 높일 수 있었습니다.,2022.07.30
English Grammar in Use 2,문법을 쉽게,5점,"초등학교에서 현재 교과전담으로 영어를 가르치고 있습니다.나이는 먹었어도 저는 영어를 평생의 취미로 해욌는 데 상당이 수준높은 강의내용에 매료되어 열심히 하였습니다.
문법을 손에 놓은 지 꽤 오래되었지만 교수님의 편안하고 안락한 정렬적인 강의로 시제,가정법등 미세한 늬앙스가 요구되는 내용에서는 부분이 혼동이 많았는 데 그 의문이 해소되었고 재미있었습니다.
자신만의 영어실력 향상을 위해 자기 자신의 영어 연수를 생각하시는 분들에게 과정만 무사히 마친다면 진일보할 수 있는 좋은기회라고 강력하게
추천합니다",2022.07.30
정훈쌤의 뚝딱 칼림바,방학동안 감수성을 채워줄 칼림바연수,5점,"학기중에 교과수업진행하랴 학생들 생활지도하랴
내 안의 감성적인 부분들이 소진되어가는 것 같았습니다.
방학이 시작되고도 방학중 방과후 수업, 생기부작업과 같은 일련의 활동들 때문에 나는 온전하게 충전할 시간이 없었구요.
티셀파 연수원을 구경하다가 칼림바 연수를 보고 신청하였습니다. 다행이 선착순 인원안에 들어서 칼림바 교구가 우편으로 도착하고, 연수를 보면서 한음한음 연주하다보니
내안에 소진되었던 감성이 채워지는 것이 느껴졌습니다.
칼림바가 연주될 때 들리는 맑고 깨끗한 울림이 내안에도 같이 울리는 것같아서 귀가 호강하고 마음이 호강햇어요~
음악이 연주될 때, 특히 내 의지로 조용한 곳에서 연주할 때 딱 좋았어요~
감성을 채우길 원할 때 칼림바 연수듣고 연주하면 좋습니다! 적극추천합니다!!!!",2022.07.30
디바 제시카의 왕초보 영어 따라잡기,디카제시카의 왕초보 영어 따라잡기,5점,english의 어려움을을 겪으면서 알아볼수있는 좋은연수입니다.,2022.07.30
디바 제시카의 왕초보 영어 따라잡기,디바제시카의 왕초보 영어 따라잡기,5점,영어기초를 배울수 있어서 좋은 기회가 되었습니다.,2022.07.29
신병주 교수의 왕으로 산다는 것,왕으로 산다는것,5점,우리나라 역사를 알수 있어서 너무 좋은 기회가 되었습니다.,2022.07.29
"나이와 신분을 초월한 독립운동, 그 현장을 읽다",어려운 역사는 가라,4점,"역사 어려워요.
단편만 알고 있는 것 같아서, 스토리로 배우니 재미있어집니다.
하지만 역시 어렵고 처음 접하는 독립운동가도 계시네요
우리 조상님들 대단하시고, 감사합니다.",2022.07.29
English Grammar in Use,유익한 연수,4점,문법을 차근차근 복습할 수 있는 연수였습니다,2022.07.29
참여하고 탐구하는 통합과학 수업방법,연수후기,5점,"연수 내용을 실제 수업에 적용해 봤는데, 아이들이 훨씬 재미있어 하더라구요.",2022.07.29
"조물조물 뚝딱뚝딱, 놀이처럼 즐거운 STEAM 공작소",연수후기,5점,반 아이들 STEAM교육에 실제로 잘 활용했습니다.,2022.07.29
"과학저술가 정인경, 이지유와 함께하는 신나는 과학수다",연수후기,5점,부담 없이 재미있게 잘 들었던 연수였습니다. 더불어 과학상식도 늘 수 있는 유익한 연수였어요.,2022.07.29
기후변화 이야기,연수후기,5점,"기후변화에 대해 관심이 많았지만 막상 아이들에게 가르치려하니 방향을 잡기가 어려웠는데, 이 연수 덕분에 많은 것을 배워갑니다.",2022.07.29
손그림과 파워포인트로 교실 속 콘텐츠 만들기,새로운 도전,5점,"어디서나 간편하게
손그림으로
1%아쉽다면 컴퓨터 보정까지
방학에 자기계발에 이용할게요",2022.07.29
세상에서 제일 쉬운 과학 이야기,연수후기,5점,과학 및 과학사와 관련하여 풍부한 배경지식을 얻어갈 수 있었습니다. 오랜만에 부담 없이 즐겁게 들은 연수였습니다.^^,2022.07.29
정훈쌤의 뚝딱 칼림바,악기 수업을 쉽고 재미있게 가르쳐주십니다.,5점,"안녕하세요?
올해는 무슨 수업의 연수를 들을까하고 고민하다가 칼림바 수업이 있다는 정보를 접하고는 바로 신청하여서 들었습니다.
2월 첫날부터 칼림바라는 악기를 들고 한달간 수업을 들은 결과, 3월에 우리반 학생들 앞에서 악기연주 솜씨를 자랑하면서 듣고 싶은 곡도 1곡 신청 받아서 그 자리에서 악보 프린트하여 들려주었습니다.
얼마나 아이들이 좋아하고 신기해하면서, 저에게 궁금한 점을 물어보면서 말을 자연스럽게 붙이는지 저도 내심 기분이 좋았습니다.
학기 초에 이 연수를 듣고 악기 연주 한번 보여주세요.
다른 악기를 연주할 수 있어야하는 선제 능력 없어도 오직 이 연수만으로도 칼림바를 배우실 수 있습니다.
연수 선생님께서 쉽고 재미있게 반복적으로 설명하여주십니다.
악기도 가벼워서 어디든지 가지고 다닐 수 있고 아이들에게도 직접 가르쳐주실 수도 있습니다.
학년 초나 학기 초에 어색한 반 분위기를 바꾸어보고 싶으실 때 꼭 칼림바로 연주해주세요.
아이들이 선생님께로 다가오고, 아이들끼리도 쌓여있던 벽들이 조금씩 허물어지는 느낌을 받으실 거예요.
그리고 악기 하나 제대로 다룰 수 있도록 배워볼 수 있는 기회라서 너무 좋습니다.
이번에는 고민하시지마시고 꼭 칼림바 연수 들어보세요.
모든 선생님들, 화이팅입니다!",2022.07.29
메이슨의 Travel English,여행 실전용으로 신청했어요,4점,곧 도래되는 해외여행의 기대감을 안고 신청했어요.,2022.07.29
수업을 살리는 체육 레시피,4학년 담임은 처음이라,5점,"체육교과서에 수록된 영역별 활동을 어떻게 지도해야하는지 고민이 많았어요. 그래서 연수를 신청하는데 주저함이 없었네요. 영역별로 활동을 나누어 연수를 구성한 점은 좋았습니다. 새로운 활동이 다수 있네요. 그리고, 알고 있는 활동도 있었지만 그마저도 본 수업 전에 준비활동의 예시가 2~3개씩 주어져서 좀더 완성된 수업을 계획할 수 있어 좋네요. 종이박스(미끄러짐 안전문제), 신문지(요즘엔 구하기 매우 어려움), 물(수업후 처리의 불편함)은 곧바로 수업적용하기엔 주저함이 생기긴 하네요. 하하. 활용은 수강자의 몫이니 불만이라는 건 아닙니다. 바라는 점은 ""학년별로 교과서 영역별 활동내용을 쭉 보여주는 연수내용으로 구성되어도 좋겠다"" 입니다.",2022.07.28
교과수업에 활용하는 진로교육,정말 유익한 진로연수,5점,올해 진로상담교사를 계획중이라 아이들에게 진로상담을 다니고 있는데 좀더 부족한 부분에 도움을 받고자 진로교육연수를 듣게 되었습니다. 고등학생들에게 중요한 진로문제를 교과수업에서 활용하여 쉽게 다가갈수 있는 연수를 듣게 되어 정말 유익하였습니다. 많은 도움이 되었습니다. 감사합니다. 개학하면 빨리 아이들 만나러 가고 싶네요~~,2022.07.28
메이슨의 패턴잉글리쉬,연수 듣고 영어전담 도전!!,5점,작년 말에 메이슨의 패턴잉글리쉬 듣고 너무나 유용한 표현이 많았습니다. 늘 영어전담에 대한 미련이 있었지만 자신감이 없어 도전하지 못했는데 메이슨의 패턴잉글리쉬 열심히 공부하고 나서 한번 해볼까 하는 마음이 생겨 올해 영어전담을 1학기에 했습니다. 부족한 실력이지만 틈틈히 영어공부하며 자신의 계발하고 있습니다. 메이슨의 어학강좌 너무 좋아요~~ 다음에 해외여행가기전에 여행잉글리쉬 신청해야겠어요~~,2022.07.28
신병주 교수의 왕으로 산다는 것,왕으로 산다는것,5점,연수중 왕의 자취를 밟아보는것이 좋았습니다.,2022.07.28
초등 선생님을 위한 토닥토닥 공감교실 만들기 노하우,개학 하기전 필수 연수,4점,"방학이 길어지다 보면 아이들을 대할 때 그 마음가짐이 흐트러지기 쉬운데, 이 연수 듣고 나서 정말 학교에서 내놓은 아이를 맡게 되었는데, 그 아이와 부모로부터 정말 좋은 피드백을 즉각적으로 받게 되어 신기했습니다. 꼭 이수해 보세요! 특히 학급에 생활지도 강도가 상급이상인 아이가 있다면 필수에요~",2022.07.28
